Age,Marital_Status,Dependents,Employment_Status,Residential_Status,Annual_Income,Monthly_Expenses,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Bank_Account_History,Transaction_Frequency
25,0,2,0,0,96264,2342,1,21823,9955,0,7,27
44,0,2,0,1,116003,3027,1,13070,25010,0,5,18
28,1,1,1,1,78094,3161,2,39575,18341,0,9,18
31,0,3,0,0,37055,671,1,32636,29013,0,4,6
32,1,2,1,1,125907,4420,0,24960,22176,0,9,16
31,1,1,0,0,136486,3015,2,22738,29636,0,3,10
44,1,2,0,0,54984,1992,1,43187,21340,1,3,25
66,0,2,2,0,62985,3509,1,34141,5694,1,7,27
48,1,0,1,1,57992,4227,0,46074,4972,1,4,5
36,1,1,0,0,115895,3329,2,10144,25008,0,2,9
41,0,0,0,0,60466,3339,0,2722,24266,0,0,23
46,0,3,2,1,57522,3929,2,4210,7064,0,7,9
39,0,0,0,1,61491,1237,1,33398,23760,0,3,18
27,0,3,1,0,117463,3595,1,11302,2859,0,2,27
40,1,2,1,1,149802,1196,1,18639,9730,1,3,28
30,0,2,1,0,121856,4976,1,25517,19503,0,0,21
38,0,3,0,0,97525,2554,0,24491,13937,1,6,20
47,1,0,0,2,92270,1484,1,17882,8524,0,3,27
42,0,1,1,0,114181,831,2,20890,19498,0,7,29
68,1,3,0,2,22529,2411,1,15908,29766,0,6,20
29,1,2,0,2,75476,4109,0,11102,11640,0,2,28
25,0,1,0,0,128225,1820,0,44993,15698,1,5,7
43,1,0,1,1,55253,1667,0,31242,26373,1,9,26
39,1,1,0,0,130012,788,0,34366,20960,1,4,16
43,1,3,2,0,73641,2911,1,28685,20821,0,3,5
36,0,3,1,1,71775,2655,1,10722,17685,1,0,8
45,1,2,2,1,118683,4558,2,20481,2232,0,8,20
29,1,3,2,2,146333,596,0,12600,10230,0,0,10
41,1,3,1,2,128768,908,1,12436,18948,0,4,22
33,0,0,1,0,116204,3691,2,39715,26342,0,1,9
18,0,3,0,0,27894,3587,0,1937,1874,0,9,24
41,1,3,2,1,127913,3034,0,8332,8104,1,3,13
37,1,2,2,0,48894,4414,0,29812,18433,1,1,21
21,1,3,1,0,57200,4095,2,44390,9229,0,6,25
49,1,3,2,0,98871,4202,1,8126,24538,0,7,18
51,1,3,0,0,65792,1634,2,2808,19359,0,5,13
31,1,3,0,0,124393,2953,0,9804,15018,0,3,28
26,1,0,1,1,127271,2714,1,41740,16346,0,8,29
62,1,3,2,1,63608,3852,2,12404,16013,0,6,19
29,1,0,0,0,58478,1929,0,42339,9414,1,7,29
28,0,0,2,1,128718,1416,2,5223,29201,0,9,6
40,1,3,0,0,112344,3204,0,39836,24619,1,6,19
27,1,3,0,0,145451,2270,1,43147,19192,1,3,29
49,1,0,0,1,135250,2090,0,26231,7480,0,5,20
41,0,2,0,1,137446,3119,0,40110,1347,0,0,5
48,1,2,1,1,141987,3486,2,36713,8249,0,3,8
36,1,3,1,0,148930,4181,0,41775,22835,1,8,28
32,0,1,0,0,87542,2032,2,5810,15966,1,0,10
25,1,3,1,0,70571,625,1,25381,25344,0,3,13
33,1,3,1,1,146841,2351,2,10430,19982,1,8,24
27,1,1,0,0,146909,578,1,19202,26586,0,3,18
30,0,1,0,0,63018,2961,1,19244,18732,0,3,25
25,1,2,1,0,33883,1317,2,14453,11109,0,2,20
37,1,1,0,0,122446,2783,0,5465,26932,0,7,9
28,1,2,0,0,97163,2697,2,6623,9319,1,4,14
58,0,1,1,0,41427,4415,2,28373,25400,0,5,18
29,1,2,1,1,135656,805,1,43344,3910,0,2,23
36,1,1,1,0,93736,3634,0,11084,3810,0,3,15
35,0,2,2,2,88371,1463,0,43428,8467,0,0,29
38,0,0,1,0,146793,2985,2,35849,4181,0,7,17
36,0,0,2,2,146118,3870,0,12539,7271,0,6,14
37,1,3,0,1,53938,2279,1,44931,19767,0,1,6
29,0,0,1,1,120424,4736,0,41420,4398,0,5,14
49,0,3,0,0,139477,2059,1,24704,14486,0,2,8
30,0,2,0,1,21590,4136,2,38458,11346,1,9,19
47,1,2,0,2,110464,3363,1,27775,15170,0,7,6
34,0,2,0,1,134807,4436,2,8992,15167,0,2,15
37,0,3,2,0,67985,1192,2,35711,16060,0,3,26
29,1,2,0,1,99422,1589,1,2540,21142,0,7,24
66,1,2,0,1,23217,3005,1,4084,8715,0,3,6
48,1,3,0,0,56169,2936,2,11060,12015,0,1,21
48,0,0,2,1,44534,3841,0,42054,15704,0,0,10
30,1,1,0,0,139105,2474,2,8103,19506,0,2,29
44,0,3,1,0,62935,2727,2,18770,439,0,4,23
34,0,0,2,0,54664,4996,2,26263,7662,0,4,25
58,0,1,0,0,36280,972,0,41883,20431,0,9,11
38,0,3,2,0,92585,840,1,8863,3719,0,9,21
19,0,0,0,0,39302,3374,1,27448,7742,0,2,14
40,1,3,0,2,78296,2865,2,1168,19294,0,9,22
44,0,3,0,1,115622,2948,2,24018,15422,0,1,10
49,0,0,0,0,139767,1616,2,36641,1680,0,3,27
39,1,1,0,0,140298,1913,1,19115,25377,0,3,21
27,1,0,0,1,117390,3354,1,26946,2412,1,4,9
48,1,3,2,0,51315,1839,2,8059,3420,0,4,21
25,0,3,0,1,109571,4043,1,24342,22433,0,4,21
64,1,1,0,1,69041,2467,0,22678,18943,0,8,12
48,1,0,1,0,63087,2325,2,26266,4103,0,5,11
35,1,0,0,0,119145,2283,0,23510,19956,0,2,6
47,0,2,0,2,91774,1242,1,9804,15855,0,6,18
43,1,3,0,1,104585,4376,2,16374,26958,0,5,27
51,1,2,0,0,44549,3127,0,42571,24288,0,1,8
44,0,1,0,0,109025,4207,2,13886,20826,1,9,27
25,1,3,0,1,118427,1892,2,37661,20284,0,7,16
40,0,3,0,0,70781,4614,0,39131,17050,0,3,21
33,1,1,1,0,91150,4957,1,36313,25507,0,7,10
48,1,1,0,1,79346,3527,0,2069,27090,0,2,25
37,0,2,1,2,114491,2004,1,36621,11465,1,8,6
48,0,1,0,1,118327,2246,2,36047,25187,0,0,9
48,0,0,2,0,61044,1478,1,12416,27897,0,0,11
49,1,3,0,0,116777,3441,2,38217,5145,0,5,28
27,0,0,1,0,74890,1694,1,6260,21066,0,1,12
31,1,3,1,0,133573,1244,0,2576,475,0,5,29
34,0,2,0,0,32078,3939,2,34164,11025,0,8,24
62,1,1,2,1,67238,4229,0,35163,22882,0,7,23
66,1,1,1,0,34755,4391,2,24897,6508,1,8,28
57,0,0,0,0,68567,1496,0,13788,1042,0,6,12
31,1,3,1,2,144045,587,1,25742,13131,1,5,29
49,1,0,0,0,77530,3513,0,47045,26960,1,7,24
38,1,2,0,0,127835,4597,1,37716,6824,0,9,18
46,0,0,0,2,126878,3159,0,18267,28142,0,9,28
58,1,0,2,1,41148,4382,1,26319,15128,0,9,20
32,0,0,0,1,57702,1919,2,29864,23128,1,2,14
25,1,2,2,0,93675,513,2,43660,4002,0,2,11
48,1,0,0,0,103093,2381,1,31449,5387,1,6,14
35,1,3,0,0,126559,1948,1,6960,28087,0,9,12
40,1,3,1,0,121934,2915,2,20274,5867,1,5,26
39,1,3,0,2,145531,3926,2,30513,24243,0,1,29
58,0,3,1,1,35566,4647,0,42435,18169,0,1,5
33,0,2,2,0,93496,672,2,45555,6304,1,3,6
36,0,3,0,0,108485,1092,2,37672,25724,0,3,24
41,1,3,0,0,90685,1399,2,1430,16449,0,5,16
43,1,3,0,0,126857,2472,1,23598,13700,0,1,27
27,0,1,0,0,112021,2687,1,1861,2624,0,8,22
27,1,2,0,0,139446,1046,2,23811,2227,0,3,15
34,0,2,2,1,119492,618,0,14129,1967,0,2,8
46,1,2,2,0,58191,1451,1,8015,2939,0,7,27
32,1,3,2,1,86440,1640,2,14496,18850,0,4,16
43,0,0,1,0,53808,4198,2,24683,28983,0,5,14
36,0,1,1,2,24639,4681,2,35556,20017,0,8,19
46,0,1,1,0,115999,3475,2,37028,4480,1,8,9
38,1,3,1,0,99920,4597,2,39291,10179,0,1,22
40,1,1,0,0,63501,1809,0,36425,7152,1,8,13
31,1,3,1,2,60190,1877,2,11796,8898,0,5,13
32,0,2,0,0,61322,1166,1,48151,8212,0,1,16
29,0,2,0,1,69631,3198,1,22689,10968,0,8,20
46,0,0,0,1,60868,2265,2,49724,2620,1,7,13
55,0,3,0,0,46972,2452,1,4197,23802,0,5,23
46,0,1,0,0,140606,4606,2,15236,8374,0,1,5
49,1,0,0,2,59691,3027,1,28881,6843,0,2,6
33,1,2,0,0,138753,1183,0,25062,9483,0,3,23
46,1,0,0,0,54651,2281,1,15607,13097,0,5,9
27,1,0,0,0,141219,2985,2,38498,17688,1,0,20
40,1,1,2,2,59421,3325,2,19966,3489,0,2,9
36,1,0,0,0,127841,1477,1,20851,21131,0,8,21
41,1,1,2,2,116156,4936,2,45750,20155,0,1,5
38,1,1,0,0,114291,584,0,29106,21644,0,3,10
32,0,1,0,0,50935,3741,0,30552,3586,0,9,27
43,1,3,0,0,54411,3779,0,41828,28381,0,2,24
47,0,3,0,2,127840,2725,2,19396,6361,0,9,22
43,0,0,1,0,69793,3644,2,2063,22402,1,6,29
46,1,3,0,0,81483,3495,1,17451,24076,0,9,13
46,1,1,1,0,31196,2674,2,32458,21092,0,3,17
48,0,2,0,1,104310,1428,0,16685,2040,1,9,22
32,0,1,0,0,52542,1985,1,4005,24500,0,2,24
48,0,3,0,0,51782,2158,2,45660,28556,0,9,28
41,1,1,0,2,144707,889,0,42766,21551,0,1,6
60,0,2,2,0,44556,1068,1,215,1309,0,0,5
43,1,1,1,0,139379,1270,0,42447,13370,0,6,25
22,1,0,0,0,40319,1299,0,4537,14137,0,5,23
46,0,3,2,0,60790,4902,1,25398,13471,1,6,6
27,1,0,2,0,98593,3444,1,33365,21167,0,2,14
47,0,2,2,2,144011,1953,0,46105,3981,0,5,22
55,0,0,0,0,69020,4765,1,3405,9842,0,4,21
35,0,0,1,1,57012,3924,1,14586,12872,0,4,9
46,1,0,1,0,127841,4804,1,17003,8207,0,6,27
19,0,0,1,0,35052,4125,2,32442,17736,0,2,27
30,1,0,0,1,69726,2326,1,8031,27816,0,2,28
46,0,3,2,1,131782,2948,1,21088,8552,0,7,16
34,1,1,1,0,92388,1745,0,28542,11104,0,3,6
40,1,2,2,0,95635,1450,1,30541,16149,0,1,25
29,0,0,0,1,67470,2477,2,17624,20493,0,3,7
43,0,0,0,1,131322,1148,1,24112,10796,0,0,16
50,0,0,2,1,61877,784,2,5599,16686,0,0,25
49,0,1,0,0,114467,511,0,16188,1455,1,7,15
48,0,2,1,0,51881,2139,1,35497,8369,0,7,18
39,0,1,1,1,56867,4734,0,18905,27133,0,2,26
31,1,2,0,0,147584,3113,1,35135,3405,1,1,14
42,0,0,1,0,121375,3942,0,23838,12755,0,0,6
55,1,1,2,0,64363,4744,1,40949,24005,0,9,8
22,0,2,0,0,58806,4355,0,13519,24669,0,9,28
25,1,3,0,1,123250,1810,2,38691,25603,0,4,26
26,0,0,2,1,78766,1297,2,27414,19315,0,0,26
33,0,1,1,0,84829,3693,0,21968,10108,0,3,10
31,1,0,0,2,115776,1141,2,1602,6081,0,5,11
29,1,0,0,1,73585,1749,1,41113,27730,0,0,21
49,1,2,0,0,110111,4375,1,4051,13795,0,6,27
40,1,1,1,0,45388,4406,2,26561,9516,0,0,14
40,0,0,2,1,51475,2703,0,11973,13570,0,6,5
54,1,0,0,2,20235,4443,0,20299,28043,1,7,12
45,1,3,0,0,52576,883,0,46406,14702,0,7,18
27,1,1,1,0,130452,2477,2,44614,11537,1,6,7
21,1,3,0,0,56604,960,2,21910,29469,0,3,28
23,0,2,0,0,51207,956,1,10970,18931,0,3,11
61,0,3,0,0,22785,1881,2,12751,165,0,5,19
23,1,2,1,0,59534,4741,1,40315,24021,0,8,6
45,1,2,1,0,39210,2567,2,20201,8310,0,8,15
37,1,0,1,0,119131,3346,2,27515,28934,0,8,16
31,1,3,0,1,51028,3623,0,31918,10942,0,0,7
30,0,1,1,1,107639,4079,0,21209,19821,0,1,27
46,1,2,1,1,131255,2042,1,45276,684,1,5,22
29,0,0,0,1,52495,2683,2,44057,11319,0,3,29
65,1,1,0,0,51145,4032,2,29745,6018,0,8,25
46,1,0,0,0,130027,1429,2,35985,608,0,1,11
52,0,2,0,1,48204,1371,0,25873,13204,0,5,16
40,1,2,1,0,90815,2707,2,3895,11202,0,9,28
32,0,2,1,1,101313,1541,1,24191,23460,0,6,5
36,0,3,1,0,24397,3678,2,35795,16637,1,4,20
48,1,2,1,0,114072,1349,2,20922,4628,0,3,23
25,0,3,0,1,122364,2199,1,8101,26366,0,3,28
25,0,2,1,0,87913,1288,1,5086,426,0,6,28
37,0,0,0,0,60850,2394,2,20422,425,0,7,10
24,0,0,0,1,21713,4795,2,26883,22116,0,5,25
64,0,2,2,1,42880,3438,1,47327,29725,1,2,26
67,0,3,1,0,47249,2869,1,49846,22075,0,9,26
60,0,0,0,0,31789,4776,1,38675,21642,0,7,8
26,0,2,0,1,98427,1048,1,40601,26276,1,8,23
30,1,1,1,0,110259,1182,2,1350,26128,1,6,25
42,1,3,1,0,79561,835,2,10722,2450,0,4,27
29,1,1,0,1,62967,960,1,42274,4597,1,4,13
57,1,2,0,1,58190,1967,1,4996,28101,0,4,12
33,1,1,0,0,118606,3641,0,19406,13308,0,5,11
36,1,1,1,1,104430,4580,2,41882,6157,0,2,17
26,1,1,1,0,144449,3339,1,7442,439,0,4,23
35,1,0,0,0,126471,1947,2,26996,29017,1,8,14
43,0,0,0,1,139666,1910,0,6749,22674,0,0,20
27,1,1,0,0,102443,4766,0,17031,10530,1,7,16
31,0,0,1,0,27550,2789,1,5726,11379,1,4,12
42,1,2,1,0,68724,1226,2,10570,10224,0,9,26
39,0,1,1,1,23270,1810,1,49520,1942,1,3,10
31,0,0,0,2,84709,1521,1,25883,25782,0,8,25
25,1,1,2,2,78956,4717,2,8366,24806,0,5,25
28,1,3,0,0,129922,3488,1,36826,409,0,2,27
39,0,0,2,1,115221,4890,1,41568,14737,1,0,28
42,0,1,1,2,51007,3566,2,25943,3318,0,8,13
25,0,0,0,1,71962,1835,2,42774,2461,1,2,11
32,0,2,2,0,109617,4952,2,31345,1705,1,4,20
32,0,0,1,0,60493,3266,2,45610,6946,0,4,18
38,1,1,0,2,82702,3125,2,39397,23700,1,3,14
48,0,2,1,2,124951,2869,2,43621,13141,0,8,6
44,0,3,1,0,98313,4314,2,19904,20806,0,6,19
30,1,3,1,1,95176,2680,0,8272,27369,0,5,16
36,1,0,2,0,64097,4033,1,35670,26898,0,7,14
53,1,1,0,0,65930,3608,0,38193,28078,0,0,7
40,1,2,0,0,123259,3317,0,29534,1612,0,2,22
57,0,0,0,0,45632,3789,1,34722,19055,1,5,6
46,0,2,2,0,103152,4503,0,8031,9205,0,7,24
33,1,2,0,0,92240,1176,1,27526,10297,0,5,11
56,1,2,0,2,41180,4414,1,24467,18740,0,5,11
47,1,1,0,0,59197,4283,1,27563,22801,0,6,19
21,1,1,2,0,39644,2107,1,47648,23088,0,8,26
31,0,1,1,0,59927,1602,1,33257,288,0,7,27
33,1,0,2,2,119475,3118,0,26138,12199,0,9,11
44,0,2,1,1,124538,2213,1,2792,23470,0,8,5
34,1,0,0,0,40956,2331,2,21855,24644,0,2,9
43,1,1,0,0,50775,1298,2,39107,15808,0,3,29
41,1,2,1,0,96127,4017,2,8636,21848,0,6,11
36,0,1,0,1,57479,2176,1,20956,9140,0,4,21
40,1,2,0,0,60062,3583,1,17112,27065,0,3,5
45,1,2,0,0,103035,1282,2,3618,28392,1,3,11
49,1,0,0,1,35278,4016,0,29622,12174,0,0,19
45,0,3,1,0,140384,2454,1,44375,21721,0,2,18
37,0,1,2,0,75922,3319,0,28385,23226,0,6,13
54,1,0,1,0,68172,3232,2,27426,29318,1,7,10
41,1,2,0,0,132274,2461,0,17079,16426,0,1,18
44,1,0,2,1,142089,3389,0,39937,4163,1,7,20
46,1,0,1,1,108436,895,0,12177,20006,0,1,15
54,0,3,1,0,25564,2063,0,9458,16909,1,4,22
44,1,1,2,0,112882,1798,0,36544,14864,0,5,7
41,1,1,0,0,98279,3014,1,45816,24789,0,3,6
45,0,3,2,1,116564,2280,0,11003,27382,0,4,25
37,1,0,0,1,92491,2106,0,28088,4078,0,3,19
35,1,0,1,1,132977,1489,0,45953,25840,1,5,12
35,0,1,2,2,94807,3531,0,43206,14647,0,8,13
42,1,0,1,2,105091,4581,0,19136,5658,0,0,13
28,1,3,0,2,74326,4577,2,40351,18854,0,2,26
28,0,0,2,0,56623,3170,1,46475,4227,1,4,26
32,1,3,1,0,141548,2415,0,40128,14807,0,5,12
42,0,3,1,1,138346,735,1,27513,29439,1,8,18
26,0,3,0,0,74444,1868,2,4233,16706,1,1,17
29,0,2,0,0,104843,2223,0,7336,13406,0,9,9
43,0,1,0,0,109359,4553,1,29539,26653,0,3,16
29,0,1,0,0,81091,2440,0,24351,25329,0,1,22
26,1,2,0,0,85497,1050,1,40515,4510,1,4,16
53,1,0,0,1,59696,3782,1,47282,27678,0,3,13
49,0,2,1,1,72961,1785,1,18979,28459,0,7,13
38,1,0,0,0,50763,3161,2,16018,25281,0,8,13
24,0,1,2,0,44956,3793,0,27934,8114,0,0,6
33,0,1,1,0,124828,2348,0,42243,6058,0,0,19
48,0,0,0,0,36393,918,1,8864,2499,1,8,9
47,1,2,0,1,40977,2885,0,11668,6706,0,7,23
37,1,1,0,1,146417,1666,1,8174,9919,0,2,23
50,0,2,0,0,46632,640,1,14798,2569,0,1,22
35,1,1,1,0,147273,4495,0,30638,6738,0,5,28
36,1,1,1,0,108783,4433,1,6035,7638,0,6,27
47,1,2,0,0,104827,1389,2,40623,28082,0,2,29
39,0,1,0,0,65818,1446,0,30141,9548,1,2,27
37,1,0,0,1,72186,804,1,27371,29383,0,7,25
44,0,3,2,1,53602,1547,1,5171,9054,0,3,23
21,0,2,0,0,41163,1583,1,5828,18986,0,8,10
35,1,3,0,0,101625,1302,1,23813,4903,0,5,7
41,1,3,0,1,94857,3697,1,17080,11683,0,8,12
32,0,1,0,0,60210,1452,1,6293,3013,1,7,12
47,1,0,0,0,127797,3563,1,43696,23424,0,1,27
42,1,2,2,1,126377,1329,2,6159,3011,0,0,7
31,0,1,0,0,22902,1281,2,5434,25085,0,2,5
38,0,1,2,1,79028,4736,0,19697,14008,0,1,12
48,0,0,0,0,101642,1865,0,20950,20301,1,1,23
28,1,3,0,0,80861,1337,1,20845,14517,0,5,26
34,1,0,0,0,82445,3703,1,29748,10373,0,6,9
27,0,0,0,0,92606,1075,0,3417,190,0,0,15
29,0,3,1,0,53587,3366,2,220,6649,0,7,11
45,1,1,0,1,80291,4323,2,33398,11229,0,0,11
37,0,3,1,0,144244,3049,1,2999,17728,0,4,19
69,0,3,0,1,69426,3688,2,13377,16370,0,7,17
22,1,0,0,0,29721,3852,1,15606,10197,0,9,6
26,1,2,0,0,56891,2152,2,38489,6506,0,8,15
65,0,1,1,0,63535,1147,1,44198,3990,0,0,20
24,1,0,2,1,60304,3850,1,30680,21458,0,9,8
33,0,0,1,1,141168,1326,1,29230,25806,0,7,29
26,1,3,1,0,85334,2905,0,26089,7075,0,0,16
26,1,1,1,0,88076,4480,2,45017,22050,0,9,20
42,0,3,2,2,144971,3075,2,17304,915,0,8,26
47,1,3,1,0,52640,1051,2,31375,13659,0,2,19
37,1,3,0,0,80640,3847,1,35405,28134,0,6,19
30,1,2,1,0,141193,3415,2,33553,22194,0,3,19
28,0,2,2,0,77659,3685,2,39787,16934,0,6,29
48,0,3,0,0,124497,1132,0,22283,1009,1,7,21
26,0,3,0,0,106546,3227,0,4268,28031,0,2,12
30,1,1,1,0,74569,2753,0,4831,2649,0,5,11
37,1,2,0,0,95582,2017,2,24118,4939,0,1,5
25,0,0,0,2,88563,689,2,13773,26710,0,3,18
41,0,1,0,0,65001,3266,2,4138,9310,0,7,13
25,1,3,0,0,55772,4956,1,1089,27318,1,9,27
26,1,0,1,0,87417,1635,0,6048,29875,1,5,25
41,0,1,0,0,91556,2891,1,33491,26705,0,2,6
38,0,1,2,0,81554,2096,2,25563,14593,1,8,6
44,1,0,0,0,75653,3569,0,35199,16664,0,1,18
33,1,1,0,0,109037,2487,2,17097,3698,1,3,23
44,1,2,1,1,147631,908,0,23859,12185,1,2,23
47,0,1,1,0,67036,4139,0,8899,16376,0,0,22
36,1,2,1,0,147972,2173,1,9092,3727,0,2,24
29,1,1,1,0,129156,993,1,5527,5817,0,3,11
47,1,3,1,1,28290,2587,2,11589,15887,1,2,7
45,1,0,1,2,131030,1002,1,21401,13977,0,0,9
30,1,3,0,2,123893,4865,2,39931,15927,0,3,23
55,1,3,2,0,47184,1409,1,49878,13467,0,1,29
34,1,3,0,1,34629,4518,2,2693,25409,0,2,17
39,0,1,1,0,66074,1147,1,43437,26586,0,0,23
43,0,0,0,0,129270,3019,0,12386,5983,0,8,9
42,0,1,0,1,55845,3037,0,26311,18831,0,7,23
47,1,1,1,1,95496,3118,0,30591,16359,0,1,22
44,0,1,1,0,83624,2097,1,44028,3809,0,6,17
61,0,3,1,0,63365,1643,1,42532,14055,0,1,9
33,1,2,0,0,79558,1782,1,21860,4059,0,5,16
36,1,1,1,0,25237,4679,2,45954,6835,0,0,11
31,0,2,0,0,82939,3554,2,9720,8748,1,5,19
64,1,0,0,0,67030,4912,0,47230,5746,0,1,29
29,0,3,1,1,108708,3693,2,9112,4812,0,0,12
26,1,1,0,0,107270,3006,2,20225,17176,0,1,24
48,0,2,2,0,28112,2079,2,29236,5333,0,6,14
41,0,1,0,0,146070,1170,2,11453,4561,0,1,28
35,0,1,0,0,121299,3609,2,47333,7188,0,4,7
34,1,2,2,1,55025,968,2,727,22491,0,3,12
45,1,1,2,0,135080,3917,2,39153,24495,0,9,13
43,1,3,1,2,78122,1620,0,2804,22556,0,4,8
39,1,1,0,0,122427,2298,2,49610,24699,0,1,8
56,1,0,1,0,45694,2277,1,16717,23213,0,3,20
33,1,0,2,0,148775,4914,0,13481,26425,0,7,14
28,1,2,1,0,130119,1280,2,49323,24042,0,1,20
33,1,0,0,0,113303,3599,1,40739,25760,0,8,5
50,0,0,0,2,58379,3043,1,35812,15909,0,0,16
31,0,0,2,2,148644,3684,0,1679,2827,0,0,24
40,0,1,0,0,86294,2897,2,40318,2917,0,4,5
27,0,3,0,0,89731,4570,1,26874,3361,1,9,29
26,1,0,2,0,77114,2222,2,39311,7036,0,6,29
25,1,2,2,0,53735,4624,1,28109,26581,0,7,10
49,0,2,0,1,94077,3757,0,30576,27630,0,1,12
28,0,0,0,0,142065,2261,0,44211,18591,0,6,8
44,0,2,0,0,117997,1960,2,2281,9754,0,2,20
36,0,1,0,1,63016,533,0,2381,23225,0,9,24
25,0,1,0,1,60194,2926,1,27748,28042,0,8,28
28,0,2,2,1,69290,3366,2,43786,20492,1,1,22
39,1,2,1,0,148920,4777,2,15827,22056,0,1,10
34,0,1,2,0,50128,3577,1,11456,19006,0,6,23
25,1,0,2,0,107882,4674,0,46366,18202,0,0,21
48,0,1,0,0,135374,1265,1,49095,5047,0,8,14
46,0,2,0,0,134138,1545,2,22733,25328,1,8,26
37,1,3,0,0,138053,2672,1,9308,3969,1,0,20
36,1,2,0,0,62395,3223,0,43670,15110,0,0,24
42,0,2,0,0,100346,4396,1,9655,1933,0,4,29
26,1,1,1,0,84066,4131,1,7962,21413,1,4,9
37,1,0,1,1,146876,3412,2,22427,23592,0,5,20
64,0,2,0,0,43915,1367,2,1361,28899,0,7,5
31,1,0,1,1,144658,972,1,8220,20499,0,3,19
43,0,1,2,1,127256,2307,0,25191,8164,0,0,5
51,0,1,2,0,52138,1047,2,26521,7018,1,7,25
18,1,0,1,0,31289,690,2,22411,24612,0,7,19
38,0,1,2,0,148153,1290,2,19695,386,0,6,17
26,0,2,1,1,54404,4318,1,12767,20834,0,5,25
35,0,1,2,2,57387,583,0,18881,11660,0,9,27
64,1,0,0,0,32682,3786,2,12815,1174,0,2,20
22,0,2,0,0,31913,949,0,18597,14951,0,4,8
44,0,2,2,0,115120,4998,1,31737,10620,0,4,13
38,0,2,1,1,105914,1646,0,12810,15139,0,1,15
45,1,3,1,0,73629,943,2,4384,2922,0,8,13
41,0,2,0,0,61170,3523,2,13551,14346,0,9,14
28,1,0,1,2,29701,1760,0,47143,16326,0,9,9
44,0,1,2,1,50917,3056,2,7715,18541,1,9,26
46,0,0,0,0,146710,3450,0,11748,27974,0,1,8
37,0,3,1,0,60721,4697,2,31459,12166,0,0,21
35,0,2,2,1,116474,4206,2,40406,20882,0,4,27
38,1,1,0,0,29482,2512,2,19506,18672,1,1,19
46,1,0,1,1,149955,3158,0,22300,11611,0,0,13
53,0,3,0,0,37479,2278,1,35952,269,0,2,11
28,0,0,0,0,78302,2574,1,24846,7731,0,6,17
45,1,0,1,0,72805,2059,2,45449,2750,1,3,10
61,0,0,2,0,35782,1649,2,28055,1365,0,7,20
34,1,2,1,0,86904,806,0,11621,29636,0,6,19
41,1,1,0,0,140674,636,1,3431,4919,0,0,27
19,1,2,0,1,43070,2532,0,35426,4048,1,2,20
44,0,1,2,1,127385,3443,2,13390,2019,0,1,20
28,0,3,0,0,60458,3479,2,18972,12990,1,4,10
26,0,3,1,1,66558,2665,0,16307,13040,0,1,24
19,1,2,1,1,69945,1187,1,15313,15753,0,0,9
44,1,0,1,0,99464,1895,2,5924,16101,0,5,12
37,1,3,2,1,142661,3819,2,27506,29827,0,5,21
44,1,3,0,0,98720,905,1,44407,27279,0,9,28
49,0,2,0,2,117090,3062,1,45642,13442,1,0,6
49,0,3,2,1,65952,770,1,27349,4116,0,3,12
30,1,2,2,0,39853,4808,1,984,6811,0,1,26
34,0,1,2,0,36136,2351,1,19059,26774,0,1,19
49,0,3,0,1,65113,1995,0,2430,15252,1,8,28
48,0,3,1,0,77693,4403,1,1855,18891,0,5,28
39,0,0,2,0,73729,2317,2,32571,12857,1,6,10
46,1,3,0,0,109328,3822,2,37900,11396,0,4,24
31,1,1,2,1,61912,2907,0,45106,17561,0,8,21
45,1,1,1,0,71258,1730,0,10536,20116,0,4,21
25,1,0,0,2,72480,3354,1,4734,2623,0,2,14
40,1,1,2,0,99214,4585,1,15004,29160,0,1,10
40,0,1,0,2,97896,4550,2,20042,26685,1,2,13
39,0,1,1,0,57049,4681,1,28583,16292,0,7,25
35,0,2,0,0,118846,1040,0,3210,26985,1,6,26
46,0,1,1,1,23935,3604,0,29509,6910,0,9,17
45,1,2,1,0,90444,1225,0,26683,20774,1,5,17
36,1,2,2,0,24492,4541,0,29978,18172,0,7,17
40,0,2,2,0,98616,4814,2,32015,20350,1,3,29
31,1,0,2,1,74615,3371,2,14769,19889,0,6,20
39,0,1,2,2,149547,559,2,20273,12924,0,8,9
44,0,3,0,0,116837,1855,0,10266,18301,0,2,6
34,1,0,2,1,76187,1894,1,28239,20878,0,8,20
42,0,2,0,0,56110,2544,0,2296,2304,0,5,19
41,0,2,0,0,103326,3290,0,10432,5951,1,9,8
42,0,0,1,1,105768,4031,1,43036,20550,0,0,23
31,0,0,0,1,133490,4785,2,40147,13039,0,1,14
33,1,0,0,1,106289,4671,1,36010,17784,0,5,14
31,0,2,0,0,57415,4275,2,16785,15553,1,8,14
47,1,2,0,1,48768,3611,0,14932,6625,0,6,20
25,1,3,0,0,79628,3945,1,6562,19638,1,5,23
41,1,0,2,1,94282,1761,1,46461,7276,0,2,25
25,0,1,2,0,132051,1445,0,18394,17301,0,6,15
35,0,0,0,0,64199,4016,2,47,16226,1,0,28
35,1,1,0,0,47481,3721,1,36944,14488,0,2,21
37,0,2,0,0,149986,3452,0,41628,27017,0,8,26
48,0,3,0,0,82683,1781,0,7231,44,1,4,26
37,1,1,2,0,132567,3968,1,31774,13271,0,7,14
