Age,Marital_Status,Dependents,Education,Annual_Income,Total_Existing_Loan_Amount,Credit_Score,Outstanding_Debt,Residential_Status,Loan_Approval_Status
34,married,2,high school,134178,49418,734,1071,own,1
32,single,3,graduate,101885,34577,838,18905,other,1
47,divorced,3,high school,55390,25230,380,2767,own,0
35,single,0,graduate,59581,30686,509,1229,own,1
49,married,2,graduate,129025,4828,729,25742,rent,1
20,married,1,postgraduate,50435,10652,545,449,rent,0
42,married,3,postgraduate,95420,7166,719,25312,rent,1
45,married,1,high school,87264,20674,727,6488,own,1
49,married,0,graduate,129421,49709,770,2157,own,1
36,married,2,graduate,71498,41685,813,25171,rent,1
57,married,2,graduate,60573,32749,315,11766,own,0
64,divorced,0,high school,28762,44275,539,25119,own,0
31,single,2,postgraduate,121307,48781,811,6124,own,0
43,married,3,graduate,52170,21449,821,20210,rent,1
27,married,0,high school,54336,8451,766,22072,other,1
29,divorced,3,high school,65474,17904,708,15543,rent,1
26,married,1,graduate,31379,8022,388,4746,own,0
25,married,1,postgraduate,60926,5049,812,13591,own,1
43,married,1,high school,127390,35286,734,561,other,1
58,married,1,high school,30179,45414,338,11891,own,0
47,single,0,graduate,95061,39055,802,29770,own,1
49,married,0,postgraduate,54130,4749,506,12473,own,0
26,married,2,high school,70368,7757,703,17384,rent,0
42,married,3,graduate,87201,25736,808,23008,rent,1
41,divorced,3,graduate,75001,22269,803,26143,own,1
27,married,2,graduate,130950,1876,705,26034,own,1
21,divorced,3,high school,61630,2661,445,23094,other,0
39,single,2,postgraduate,59013,27694,824,5258,own,1
18,single,3,graduate,58857,42286,398,27274,own,0
38,married,0,graduate,84808,23075,758,29921,own,1
30,divorced,1,postgraduate,32737,27922,338,783,own,0
65,single,0,graduate,28280,15507,519,29295,own,0
40,single,2,high school,68761,46357,772,904,own,1
25,single,1,high school,117485,44010,831,891,own,1
52,married,3,graduate,37745,27618,466,23029,own,0
29,single,2,high school,65973,49462,812,18153,own,1
54,married,0,high school,59262,6307,528,28184,own,0
36,married,2,high school,135342,15370,844,3168,rent,1
64,married,2,graduate,62857,48497,551,17672,own,0
31,married,0,high school,72273,20886,749,28059,own,1
26,single,2,graduate,64682,10290,501,768,own,0
25,married,1,graduate,136499,9420,775,27636,own,0
54,single,2,high school,21644,37538,435,29120,own,1
42,divorced,2,high school,70757,967,772,24118,own,1
25,married,3,high school,87835,49881,716,2151,own,1
64,single,0,high school,68257,31949,481,22428,rent,0
24,married,2,high school,69835,16938,550,23227,own,1
40,single,3,postgraduate,39969,36064,525,20646,own,0
41,divorced,0,graduate,99022,2583,766,8449,own,1
34,married,3,high school,111261,33214,787,1239,own,1
31,married,2,high school,126445,36622,740,28782,rent,1
40,married,3,graduate,73324,27431,737,15181,own,1
30,divorced,1,graduate,149883,20738,786,6445,rent,0
46,married,2,graduate,127062,9308,835,29439,own,1
61,married,0,high school,20794,3110,436,19277,own,0
41,single,2,graduate,82267,28105,702,24806,own,1
48,single,3,graduate,41879,16909,493,8141,rent,0
35,single,3,postgraduate,63696,35700,728,25786,own,1
27,married,0,high school,48427,3650,458,24117,own,0
31,divorced,2,graduate,139507,24062,770,24123,rent,0
66,single,3,high school,50997,46103,349,29303,rent,0
36,divorced,0,postgraduate,127238,2421,749,15227,other,1
54,married,0,graduate,68762,18900,520,6579,own,0
25,married,0,postgraduate,142417,48903,769,5011,rent,0
36,married,1,graduate,111508,27752,821,29672,rent,1
25,single,0,postgraduate,67950,8920,750,22378,own,1
37,married,1,graduate,111217,6173,802,29145,own,1
61,married,1,graduate,53586,31419,499,28581,own,1
39,married,2,high school,107552,5535,722,908,rent,1
25,single,0,high school,51747,1841,494,14748,own,0
36,divorced,0,high school,69085,30466,791,14565,own,1
44,married,2,high school,67303,45241,470,6645,rent,0
60,single,1,postgraduate,32729,18552,500,19974,own,0
29,married,3,high school,139849,16912,727,23484,own,1
27,married,2,high school,104168,37617,779,19099,own,1
35,married,1,graduate,114102,43841,814,5697,own,1
42,married,2,graduate,119534,9056,759,7421,own,1
34,married,3,high school,109170,6536,723,4002,own,0
44,single,1,graduate,148955,16786,734,13800,own,0
25,single,1,high school,50557,45200,816,9586,rent,1
47,single,1,postgraduate,79000,15463,801,9005,own,1
48,single,2,postgraduate,124083,18515,798,15881,rent,0
42,married,0,high school,103556,3440,821,14457,own,1
40,single,0,high school,128443,25274,836,27008,own,1
25,single,3,graduate,65659,16933,765,20240,rent,1
31,divorced,3,graduate,125535,18674,757,17609,rent,1
39,married,2,graduate,130469,40416,722,20659,own,1
22,single,1,high school,27558,750,502,13111,rent,0
39,married,0,graduate,145933,24408,811,26835,own,1
39,married,3,high school,44284,29885,590,1606,other,0
37,married,1,graduate,129187,15454,801,19880,own,1
30,divorced,0,postgraduate,108987,44278,802,12417,own,1
37,divorced,1,high school,67229,16016,827,6693,rent,1
49,divorced,0,postgraduate,132253,21487,793,16248,rent,1
69,married,1,high school,48762,13064,505,6433,own,0
25,married,2,graduate,105202,24225,788,178,own,1
53,married,1,graduate,39246,28051,433,16775,own,0
48,divorced,3,high school,86405,36938,727,17775,own,0
34,single,0,graduate,143531,42768,834,10944,own,1
38,single,0,graduate,66167,18024,732,3212,own,1
28,married,3,high school,92151,46156,843,29760,rent,1
45,divorced,0,graduate,66057,37366,800,10040,rent,1
43,single,2,graduate,83621,37452,703,1801,own,0
23,single,2,high school,25751,47334,540,24126,rent,0
26,single,2,high school,31494,40840,497,9587,rent,0
36,married,0,postgraduate,132594,23445,846,5907,own,1
38,married,0,graduate,141561,24271,743,24988,rent,1
45,married,2,graduate,69618,10933,732,16077,rent,1
42,single,1,graduate,120326,24060,793,9524,own,1
48,single,0,graduate,49811,13726,555,1861,own,0
27,divorced,1,postgraduate,122121,24641,713,15391,own,1
52,divorced,2,high school,42603,22416,415,2434,own,0
53,married,2,postgraduate,33798,13380,384,29531,own,0
43,single,3,graduate,84815,22053,805,14105,own,1
25,single,3,postgraduate,67757,19296,849,11928,own,1
49,single,2,high school,70875,8409,759,9941,rent,1
39,divorced,0,high school,142942,16704,831,2027,own,0
39,married,2,high school,92359,6581,793,5891,own,1
63,single,2,high school,48669,585,487,2368,rent,0
31,married,2,graduate,139683,16019,758,22671,own,1
21,single,3,high school,22879,48450,305,26971,own,0
60,married,0,postgraduate,43030,6807,360,14575,own,0
19,single,0,high school,53353,15965,593,5700,own,0
49,single,1,graduate,104873,40681,725,22693,own,1
42,married,1,high school,38602,26530,488,7436,own,0
26,married,0,graduate,137991,24300,847,27325,other,1
31,married,1,graduate,112218,22682,728,2496,own,1
69,single,1,graduate,34253,15729,390,26450,rent,0
64,married,0,graduate,46442,11635,468,18957,rent,0
29,married,3,graduate,119450,35342,833,16859,own,1
42,married,2,postgraduate,43252,47491,300,12075,own,0
46,married,1,high school,107962,45855,703,28628,rent,1
41,married,0,graduate,102617,32480,729,12592,rent,1
29,married,2,graduate,70522,14343,751,12125,rent,1
25,married,3,high school,72797,27162,780,25979,other,0
40,single,3,high school,51965,16380,768,879,own,0
39,single,2,graduate,83818,9431,844,3365,own,1
40,married,0,graduate,137141,31468,761,18251,other,1
38,married,3,high school,84522,23962,778,20026,other,1
31,married,3,graduate,94303,15760,783,14830,rent,1
27,single,0,graduate,96674,15117,745,23973,rent,1
26,married,2,postgraduate,140960,39803,787,1282,rent,1
47,married,3,graduate,131497,27736,757,6489,rent,1
49,married,3,graduate,74818,41122,809,3948,other,1
45,single,3,high school,88212,45693,701,13556,own,1
28,single,3,postgraduate,134519,14998,745,18798,own,1
34,divorced,1,postgraduate,120858,26508,795,11340,other,0
30,single,0,postgraduate,38916,45208,585,29356,own,1
45,single,0,high school,142418,11079,712,20905,own,1
31,married,3,high school,61185,28795,756,20080,own,1
44,single,3,graduate,63966,6838,843,18425,own,1
49,single,0,graduate,143905,23880,806,814,own,1
30,single,3,postgraduate,128534,31556,731,24359,own,1
36,single,0,graduate,65416,48516,590,305,own,0
36,married,2,postgraduate,136331,8284,821,902,own,1
42,married,3,postgraduate,77778,46162,810,22475,rent,1
28,single,2,high school,142029,4470,844,17586,own,1
39,single,0,postgraduate,100794,3222,753,27622,own,1
47,married,1,postgraduate,48345,20009,525,18050,own,0
33,married,2,graduate,118281,36712,838,16641,rent,1
42,single,1,high school,124707,2049,807,26106,rent,1
27,married,1,high school,124200,3463,765,22681,rent,1
43,divorced,0,high school,78330,4668,772,4387,own,1
45,single,2,postgraduate,80991,13198,819,9431,other,1
29,married,1,graduate,59355,45922,744,9128,other,1
34,married,2,high school,102417,35455,759,1794,rent,1
35,single,0,high school,73756,26465,849,3822,own,1
31,married,1,high school,133148,11274,727,13864,own,1
18,single,3,graduate,55739,13532,450,4403,rent,0
26,divorced,2,high school,90657,5648,796,26003,other,1
29,single,2,high school,81901,38448,709,28198,own,1
22,married,0,high school,41506,20315,335,25284,own,0
37,married,1,high school,70035,11768,702,11389,other,1
31,single,0,graduate,78939,14503,844,14121,other,1
31,single,3,high school,75224,46241,831,8921,own,1
43,married,0,high school,84829,34170,783,8679,own,1
44,married,2,graduate,97694,43078,749,6811,own,0
26,single,3,graduate,51245,49464,831,14885,rent,1
36,single,3,high school,117370,15034,824,23243,other,1
35,married,0,postgraduate,92297,40636,841,14545,other,1
40,married,0,graduate,111347,8406,846,29306,rent,1
67,single,0,postgraduate,31348,17586,405,1143,rent,0
43,single,2,graduate,52558,34158,710,16385,own,1
40,married,2,high school,69672,26186,829,24449,own,1
47,single,3,high school,72356,31846,772,17809,other,1
30,married,3,graduate,51089,39062,741,4740,rent,0
41,married,1,postgraduate,83661,1400,785,11566,own,0
33,married,1,high school,82876,2238,765,10707,own,0
25,single,3,high school,90469,40684,766,3808,own,1
47,single,1,high school,91573,4460,780,20376,own,1
46,married,0,high school,43728,27611,560,21923,own,0
32,single,1,graduate,124751,18003,804,7327,rent,1
30,divorced,2,graduate,112184,42809,754,18998,own,1
41,single,3,graduate,61303,44216,827,3768,own,1
26,divorced,1,graduate,101664,16535,795,15321,own,1
31,single,1,graduate,122978,49091,791,10976,own,1
38,single,3,postgraduate,57451,43055,734,4574,own,1
40,single,0,high school,86030,23082,834,25241,own,1
29,single,2,postgraduate,134146,3919,797,20470,rent,1
58,single,2,postgraduate,35420,45918,400,6992,other,0
41,single,2,high school,63296,40187,400,19983,other,1
28,single,1,graduate,90307,6908,775,21615,rent,0
46,married,1,graduate,56864,17892,522,23495,rent,0
63,married,3,postgraduate,21498,707,455,18650,rent,0
43,single,3,graduate,24408,10531,479,21830,own,1
43,married,3,postgraduate,53034,6615,780,7814,own,1
35,single,1,high school,34660,4989,417,779,other,0
36,married,1,graduate,76593,17813,778,11777,own,1
45,single,3,postgraduate,54031,39644,814,14427,rent,1
49,single,2,graduate,60344,12079,308,19660,rent,0
21,single,0,high school,49188,16324,501,5317,own,0
47,single,0,postgraduate,110065,6357,754,1500,own,1
30,single,3,graduate,63276,1387,595,8530,own,0
41,married,0,graduate,61550,29458,705,25772,own,1
46,divorced,1,graduate,96493,29761,723,28293,own,0
33,divorced,3,high school,106286,37916,810,4874,own,1
23,married,2,postgraduate,23924,37963,448,19325,own,0
26,married,3,graduate,33092,32148,433,24381,rent,0
19,married,1,graduate,45732,11869,337,24812,own,0
32,single,0,graduate,110573,36044,759,122,own,1
40,married,0,high school,101803,31555,814,4911,own,1
34,single,1,high school,55332,1353,767,5235,own,1
33,single,1,graduate,110674,3744,743,11724,rent,0
27,single,1,postgraduate,69726,23416,832,20205,own,1
30,single,1,graduate,54827,30558,717,504,own,1
45,married,2,high school,73832,41856,755,28091,own,1
55,married,2,postgraduate,41270,7592,569,14347,own,0
36,married,2,high school,117488,36383,751,1372,rent,1
60,married,0,postgraduate,20472,21801,556,19806,own,1
38,single,0,graduate,67107,33006,763,24921,rent,0
33,married,0,postgraduate,136872,35298,781,13748,rent,1
38,single,0,postgraduate,105155,36710,783,14763,rent,1
27,married,1,graduate,133902,9067,783,1037,own,1
48,divorced,1,postgraduate,149964,23317,728,8609,own,1
40,single,2,high school,119434,40583,748,11,other,1
45,divorced,2,high school,64830,45351,449,16256,other,0
59,married,3,postgraduate,43284,33260,351,11806,own,0
35,divorced,3,high school,136497,174,840,9239,own,1
33,divorced,0,high school,107373,44107,760,6909,own,1
21,married,1,graduate,26809,21035,349,4192,own,0
44,single,0,graduate,43500,43283,340,8203,own,0
27,single,3,high school,78086,47800,756,8091,rent,1
28,married,3,high school,68290,12252,554,24028,other,0
33,married,1,high school,86755,12864,700,15840,own,1
43,single,3,graduate,106457,35660,708,8211,own,1
39,married,0,high school,68880,27402,766,3110,own,1
27,married,0,high school,61905,35912,778,21407,own,1
25,married,0,graduate,76984,15507,728,17514,own,1
39,married,1,graduate,84408,1063,842,11016,own,1
47,married,3,postgraduate,24497,47879,597,22253,own,0
35,married,2,high school,73668,17922,780,10324,rent,1
44,married,2,high school,117949,9951,740,19368,own,0
31,divorced,1,high school,96537,49840,836,358,own,1
48,single,0,graduate,66925,3821,777,24825,rent,1
26,single,3,high school,91122,26816,700,15518,own,1
24,married,1,high school,48594,22027,453,3442,own,0
53,divorced,1,high school,38189,42577,435,7024,own,0
33,married,1,graduate,75420,31204,799,6412,rent,1
44,single,3,high school,69886,21630,832,1751,own,1
27,married,3,postgraduate,40775,866,387,6944,rent,0
34,single,1,high school,78207,1108,814,20032,rent,1
39,married,3,high school,113615,24509,775,13233,rent,1
41,single,3,postgraduate,105811,32138,810,15861,own,1
44,married,1,postgraduate,34967,13202,567,14304,own,0
46,single,3,high school,141316,41635,768,20416,own,1
53,single,2,graduate,69438,4990,513,18455,rent,0
38,married,2,high school,74932,13647,831,15733,rent,0
45,married,3,graduate,145419,39611,838,4487,own,1
32,married,3,graduate,143897,660,813,11722,own,1
42,married,1,postgraduate,92439,11456,777,24490,own,1
36,married,3,graduate,95321,46505,786,7933,own,1
33,single,2,graduate,140113,17382,813,22888,own,1
36,married,0,graduate,66539,31830,841,19311,own,0
27,single,2,graduate,74769,22133,710,17424,other,1
36,single,0,high school,24898,20566,476,20461,own,0
63,single,1,high school,41499,36877,390,17632,own,1
22,single,2,high school,33187,27478,347,17994,own,0
29,single,1,graduate,66495,39951,343,9120,rent,0
30,married,2,high school,92917,2377,759,29076,own,1
29,married,0,graduate,74199,3936,702,23205,rent,1
41,married,1,high school,48937,36248,480,6008,own,0
33,married,2,graduate,132764,26209,749,3015,rent,1
42,single,3,graduate,50495,45013,839,17877,own,1
42,married,3,graduate,57611,26088,530,20689,own,1
48,married,2,postgraduate,112173,22634,786,2488,rent,1
45,married,2,high school,40920,29207,433,24177,own,0
41,single,1,high school,136866,43245,719,1328,own,1
48,single,1,high school,130628,24137,801,8125,rent,1
40,single,2,graduate,67406,43257,402,12562,rent,0
25,divorced,2,graduate,124888,42929,846,14567,own,1
31,single,1,postgraduate,37732,44005,358,2486,own,0
36,married,3,high school,55643,3010,538,18819,other,0
30,married,2,graduate,125871,26020,756,7843,other,1
25,single,2,high school,79966,23070,840,20062,rent,1
29,married,1,graduate,99862,8155,734,20970,rent,0
30,single,0,high school,71487,36637,798,20112,own,1
51,married,1,postgraduate,29607,15795,578,10254,own,0
47,married,3,graduate,126178,7615,811,12900,own,1
47,single,1,graduate,99498,16139,789,3653,own,1
38,divorced,1,graduate,117175,30060,766,28016,own,1
46,married,0,graduate,51523,43193,798,9624,own,1
55,single,2,high school,53603,43770,333,4941,own,0
38,single,2,high school,56613,12290,790,4008,own,1
46,married,2,postgraduate,127972,11482,734,1399,rent,1
37,married,3,graduate,137140,19542,750,27351,own,0
26,single,0,high school,45256,14274,340,9108,own,0
28,married,1,graduate,48847,5865,320,23322,other,0
61,married,1,graduate,44931,5005,500,25071,other,0
36,single,2,high school,138285,47053,732,23650,own,1
49,married,2,postgraduate,52744,15499,713,24405,rent,0
19,married,2,high school,20668,18150,514,9179,rent,0
26,single,1,high school,60589,8810,547,28204,rent,0
42,married,0,high school,73244,41633,844,5152,own,1
62,married,2,postgraduate,28187,8594,470,24836,own,1
52,divorced,1,graduate,61239,3837,310,10634,other,0
38,divorced,3,graduate,66846,12259,809,15524,rent,1
49,married,2,graduate,118383,24440,823,28327,own,1
43,married,2,graduate,92709,40885,754,29588,own,1
53,married,0,postgraduate,59592,31021,505,8765,rent,0
38,married,0,graduate,50599,25192,814,18502,own,0
22,married,2,graduate,59600,10686,462,23052,rent,0
41,single,3,graduate,96576,46096,822,2812,own,1
